pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
2.2819382180043395e-14	24	20024032	20024509	6	ensorlt00000022334	chrm5b-201	protein_coding	-20522
2.3614579124372598e-14	9	15283869	15284612	20	ensorlt00000012769		protein_coding	3088
2.382371720346732e-14	14	1717049	1717740	4	ensorlt00000000350	igsf9bb-202	protein_coding	-36610
2.4420138536012585e-14	18	18616362	18616728	15	ensorlt00000030025	vax2-201	protein_coding	-1899
2.4420138536012585e-14	21	3746604	3747136	18	ensorlt00000011217	asb11-201	protein_coding	1552
2.7149693650568276e-14	2	22692343	22692868	18	ensorlt00000007111	cab39l-201	protein_coding	7542
2.738287396778498e-14	6	3509806	3510988	13	ensorlt00000036266		protein_coding	13650
3.0074511570507394e-14	18	19823591	19824369	4	ensorlt00000010475	vbp1-201	protein_coding	1044
3.0285921662522255e-14	13	4624930	4625957	10	ensorlt00000002420		protein_coding	19989
3.0285921662522255e-14	11	19710277	19710676	14	ensorlt00000041352	si:ch211-195b13.1-202	protein_coding	-3571
3.1856494646642514e-14	9	30986675	30987503	23	ensorlt00000021793		protein_coding	3743
3.1856494646642514e-14	6	27379358	27379791	25	ensorlt00000018754	b3gnt9-201	protein_coding	-5316
3.306523334863607e-14	16	30030874	30031516	8	ensorlt00000020609	rab5ab-201	protein_coding	24146
3.561057841726656e-14	24	1526866	1528031	14	ensorlt00000031126		protein_coding	464
3.6633126253008187e-14	23	9778861	9779205	6	ensorlt00000038742		protein_coding	-1867
4.053752885497509e-14	19	21166955	21167625	11	ensorlt00000016499	adprm-201	protein_coding	2904
4.451979700260728e-14	15	263344	264685	3	ensorlt00000032699		protein_coding	0
4.791123860167672e-14	23	20900099	20900559	7	ensorlt00000021140	prkcq-201	protein_coding	-16185
5.702087448003587e-14	19	23324201	23324891	13	ensorlt00000032567	nhlrc3-201	protein_coding	-9869
6.220482081570676e-14	1	1721586	1722396	16	ensorlt00000000092		protein_coding	-1863
6.680384931045161e-14	16	32217282	32219167	18	ensorlt00000029380		protein_coding	6323
7.34298590463286e-14	15	2128510	2129130	4	ensorlt00000041137	nkx6.2-201	protein_coding	32845
8.468658954911293e-14	21	16382973	16383340	13	ensorlt00000018569	cyp27a7-201	protein_coding	-5682
8.591300985950114e-14	14	22992190	22992619	11	ensorlt00000015861	wnt11-201	protein_coding	-2008
8.616474965349065e-14	1	31512908	31514020	10	ensorlt00000032048		protein_coding	-1081
1.104630443431704e-13	3	25635516	25635967	21	ensorlt00000029450		protein_coding	-3680
1.2016955557052215e-13	15	1998742	1999241	6	ensorlt00000000596	pwwp2b-201	protein_coding	-9076
1.2016955557052215e-13	19	13063924	13064579	14	ensorlt00000013436		protein_coding	4509
1.2730199956373335e-13	4	7745034	7745731	18	ensorlt00000006066	mbd3b-201	protein_coding	1938
1.4974280947856805e-13	1	2611213	2611524	11	ensorlt00000000296		protein_coding	-166
1.542089312174047e-13	12	1506974	1507615	24	ensorlt00000000650	tor4aa-201	protein_coding	0
1.542089312174047e-13	4	4796272	4796804	3	ensorlt00000038284	lrrc8c-201	protein_coding	47393
1.5735948777627735e-13	23	20389803	20390481	20	ensorlt00000020804	ntn4-203	protein_coding	0
2.1131991656933191e-13	15	21176292	21176836	8	ensorlt00000008317	kcnma1a-202	protein_coding	51842
2.2086673318089605e-13	3	28021062	28021438	4	ensorlt00000030664	ubl7b-201	protein_coding	-933
2.2285793999631382e-13	13	22287665	22288115	14	ensorlt00000014207	fam124b-201	protein_coding	-9056
2.4603332307798714e-13	8	4632718	4633328	20	ensorlt00000036984	asb16-203	protein_coding	685
2.565721519018497e-13	18	17407142	17407874	11	ensorlt00000036960	si:dkey-19b23.7-201	protein_coding	-2644
2.9673151484811156e-13	15	26624238	26625330	11	ensorlt00000014370	slc29a3-201	protein_coding	3853
3.1012030496167056e-13	13	30616350	30616827	9	ensorlt00000018896		protein_coding	-12221
3.239073965038227e-13	14	29766801	29767298	13	ensorlt00000022923		protein_coding	23447
3.454701023199667e-13	7	6883941	6885056	18	ensorlt00000003864	hyal3-201	protein_coding	0
3.579009507466228e-13	18	24370110	24370758	19	ensorlt00000029212		protein_coding	-22382
3.68727332612954e-13	1	8239555	8239869	11	ensorlt00000003235	krt97-201	protein_coding	-1113
3.7811210020350197e-13	18	10423086	10423861	9	ensorlt00000005975	kcnip4-205	protein_coding	-5048
4.4941788894639604e-13	2	22900392	22901021	10	ensorlt00000037481		protein_coding	36461
4.625257735724238e-13	5	2201543	2201965	12	ensorlt00000000276	dstyk-202	protein_coding	32184
4.741097536247481e-13	3	1708721	1708979	15	ensorlt00000040015		protein_coding	-215
4.744004619039282e-13	23	23223462	23224556	20	ensorlt00000021795	tymp-201	protein_coding	10188
4.935563402075936e-13	9	19743752	19744348	14	ensorlt00000030737		protein_coding	-198
4.98730386481405e-13	8	12265431	12265815	28	ensorlt00000033836	haghl-201	protein_coding	1648
5.077512712526783e-13	12	3460505	3461121	18	ensorlt00000039974	pde8b-205	protein_coding	6609
5.42184928252473e-13	23	4516390	4517260	12	ensorlt00000012448		protein_coding	17531
5.76937904628224e-13	14	20705435	20706290	17	ensorlt00000014220	ggnbp2-201	protein_coding	-2064
5.818035469547122e-13	7	32732360	32732983	13	ensorlt00000030369		protein_coding	-7651
5.818035469547122e-13	15	12884246	12884630	25	ensorlt00000003969	lrrc73-201	protein_coding	-677
5.852889928518437e-13	18	12892684	12893101	23	ensorlt00000047113	si:dkey-23i12.9-201	protein_coding	1784
6.320574636897789e-13	2	21924581	21925598	22	ensorlt00000029702	jam2a-202	protein_coding	-388
7.493906141739396e-13	13	2500579	2501059	33	ensorlt00000000881		protein_coding	0
7.850353987816788e-13	18	18243935	18244380	12	ensorlt00000009496		protein_coding	8549
8.329250367736166e-13	10	923878	924926	2	ensorlt00000036981		protein_coding	26967
8.841691827620014e-13	8	612140	612568	19	ensorlt00000043235	doc2a-202	protein_coding	8730
8.961493203681495e-13	6	28209543	28210118	12	ensorlt00000019695	fgf6-201	protein_coding	4817
9.427390612399072e-13	9	19737455	19738051	14	ensorlt00000033200		protein_coding	-198
9.620906242168606e-13	20	3001818	3002925	20	ensorlt00000003417	lrrc34-201	protein_coding	3031
1.025891068601531e-12	23	21431379	21432407	4	ensorlt00000034499	celf2-204	protein_coding	0
1.0628925759633593e-12	11	11338307	11338691	13	ensorlt00000006333		protein_coding	2576
1.1216029187109059e-12	16	27883963	27884351	33	ensorlt00000031722		protein_coding	703
1.1379286940208817e-12	13	22108534	22108963	1	ensorlt00000026083	ola-mir-139-201	mirna	88465
1.1983028463911421e-12	6	24112957	24113446	8	ensorlt00000015852	jph3-201	protein_coding	-23402
1.205030070797444e-12	18	26420356	26421657	13	ensorlt00000033817	gal3st4-202	protein_coding	19590
1.2391007202297969e-12	15	29406135	29406554	5	ensorlt00000016728	plpp4-201	protein_coding	13537
1.2491926969734485e-12	8	1274826	1275454	3	ensorlt00000001077	grin2ca-201	protein_coding	-20868
1.3023248752680072e-12	10	27120925	27121360	7	ensorlt00000026894		protein_coding	-6805
1.4619467466479867e-12	1	7634744	7635260	3	ensorlt00000028736	neurl1aa-201	protein_coding	36551
1.4673700654634051e-12	21	1374712	1375068	18	ensorlt00000010296	col6a3-201	protein_coding	22016
1.5541742145376591e-12	3	36008101	36008519	6	ensorlt00000019399	znf536-206	protein_coding	7860
1.6658685245777938e-12	11	5302890	5303475	9	ensorlt00000045289		protein_coding	47893
1.6680465575690837e-12	6	28210123	28210583	12	ensorlt00000019695	fgf6-201	protein_coding	4352
1.7628539621689611e-12	21	30993045	30994231	11	ensorlt00000025821	epb41l5-201	protein_coding	25524
1.920966840985305e-12	16	31223998	31224660	15	ensorlt00000033158	meox2a-201	protein_coding	-18528
2.0161802700447634e-12	10	25910999	25911551	7	ensorlt00000011987	si:ch73-49o8.1-202	protein_coding	6764
2.226198800809512e-12	21	6765129	6765786	8	ensorlt00000013261	cerkl-201	protein_coding	2869
2.332233346238724e-12	3	23723118	23723491	1	ensorlt00000012618	csmd1-201	protein_coding	51000
2.332233346238724e-12	9	1300611	1301110	15	ensorlt00000025760	dapk1-203	protein_coding	10406
2.3347303287583325e-12	8	15603017	15603460	6	ensorlt00000002256	sec14l1-201	protein_coding	-2028
2.3572149973664454e-12	9	1239525	1240218	13	ensorlt00000025773	kank1a-201	protein_coding	-4471
2.4024584260063684e-12	1	1674985	1675480	18	ensorlt00000000086	hk1-201	protein_coding	10114
2.433570573878204e-12	6	940141	940579	3	ensorlt00000032648	ano1-201	protein_coding	-19599
2.4626410119705053e-12	18	4809817	4810670	9	ensorlt00000033229		protein_coding	-6863
2.577510417252137e-12	1	13734373	13734745	10	ensorlt00000007437	serping1-201	protein_coding	672
2.6092446170758878e-12	24	12958029	12958377	13	ensorlt00000019905		protein_coding	162
2.6385212432345906e-12	9	12222156	12222880	32	ensorlt00000007808	pitpnm2-206	protein_coding	-10576
2.7387181975633784e-12	5	32494259	32495109	14	ensorlt00000022882		protein_coding	-1636
2.7671166753674456e-12	18	4819124	4819609	9	ensorlt00000044640	pip4p1b-201	protein_coding	11924
3.168198221358466e-12	21	2600426	2600951	15	ensorlt00000010759	si:rp71-68n21.9-201	protein_coding	1078
3.323540849712059e-12	17	29769304	29769734	13	ensorlt00000041220	cacnb2b-201	protein_coding	-312
3.4317805773539978e-12	1	24888960	24889826	10	ensorlt00000013463	tab1-201	protein_coding	1923
3.699728994225812e-12	2	24205316	24205635	15	ensorlt00000029433		protein_coding	-6434
3.860172100394209e-12	10	14295536	14295952	22	ensorlt00000004870	wfs1b-202	protein_coding	6653
3.950803794174513e-12	3	13703980	13704862	17	ensorlt00000004010		protein_coding	-1976
3.953587991585828e-12	16	6434182	6434617	15	ensorlt00000003513	nipal2-201	protein_coding	-6218
4.083504114665491e-12	9	3925081	3925653	15	ensorlt00000044266		protein_coding	160
4.128038872859068e-12	7	1985957	1987031	13	ensorlt00000032189		protein_coding	2171
4.44280111716933e-12	23	24023606	24025512	16	ensorlt00000028014		protein_coding	0
4.469344530975742e-12	23	22980110	22980416	18	ensorlt00000021719	kcnmb4-201	protein_coding	1997
4.802007984622231e-12	14	24102851	24103240	22	ensorlt00000017191	ncbp3-201	protein_coding	5339
4.905528869913749e-12	12	24474681	24475169	12	ensorlt00000015796	ralgps1-201	protein_coding	-12335
5.433535379486371e-12	20	23403277	23404040	22	ensorlt00000038401	apodb-201	protein_coding	14490
5.4903260864651694e-12	13	19338850	19339228	5	ensorlt00000040726		protein_coding	-12853
5.610708821155926e-12	4	10221895	10222417	4	ensorlt00000008192	zranb2-201	protein_coding	41413
5.610708821155926e-12	13	18956666	18957015	10	ensorlt00000045325	clcn2c-201	protein_coding	-19480
5.610708821155926e-12	14	25262606	25263208	11	ensorlt00000041310		protein_coding	-14501
5.706980009654378e-12	23	20372625	20373541	20	ensorlt00000020792	si:ch73-71d17.1-201	protein_coding	3849
5.8054535908938075e-12	24	2007918	2008690	20	ensorlt00000019579	yy1-201	protein_coding	-5732
5.862422959837878e-12	20	4969578	4969927	8	ensorlt00000004882	actr3b-201	protein_coding	-17472
6.0794682973073784e-12	8	5408647	5409210	17	ensorlt00000028183	rpl19-202	protein_coding	-356
6.349268406980206e-12	10	15269754	15270184	30	ensorlt00000038259	si:ch73-379j16.2-201	protein_coding	1553
6.5002185438513164e-12	3	6761957	6762923	5	ensorlt00000038720	nell1-201	protein_coding	35899
6.671299065355801e-12	24	1448414	1448869	11	ensorlt00000011453	errb2-201	protein_coding	309
7.365968482284598e-12	24	1628298	1629759	15	ensorlt00000031741	slc35d3-201	protein_coding	-3319
7.815644463474405e-12	20	25505213	25505881	8	ensorlt00000043392		protein_coding	-15131
7.82540841455194e-12	19	16251497	16251924	13	ensorlt00000014639		protein_coding	7277
8.807871920069365e-12	2	8408946	8409297	6	ensorlt00000034772		protein_coding	19483
8.846426029341887e-12	4	13550211	13550579	15	ensorlt00000010343	gamt-201	protein_coding	7141
9.289463961053534e-12	9	7380883	7381458	11	ensorlt00000004429	hsd17b4-201	protein_coding	27456
9.399627920011727e-12	22	4279607	4280092	8	ensorlt00000030946	dicer1-202	protein_coding	24565
1.00977864433766e-11	20	23438207	23438938	17	ensorlt00000016512	and1-201	protein_coding	3107
1.0175450470436387e-11	24	1453529	1453979	5	ensorlt00000011453	errb2-201	protein_coding	-4351
1.0253261534806619e-11	22	1994997	1995530	24	ensorlt00000012568		protein_coding	1200
1.0546043171531626e-11	2	22797367	22798196	15	ensorlt00000027414		protein_coding	18940
1.1102617181734653e-11	7	5394381	5395118	7	ensorlt00000026162	ola-mir-1-1-201	mirna	3715
1.1282787680224708e-11	21	30614463	30614861	9	ensorlt00000035527		protein_coding	598
1.1941689040269786e-11	14	8497160	8497645	30	ensorlt00000003169		protein_coding	5445
1.1941689040269786e-11	8	4136114	4136876	34	ensorlt00000002928	map3k3-201	protein_coding	-614
1.2233096821867365e-11	9	18307460	18308387	25	ensorlt00000015227	adra1aa-201	protein_coding	602
1.2755403690511404e-11	3	25498964	25499546	7	ensorlt00000034436	spata17-202	protein_coding	-20315
1.3367222561104639e-11	11	6714922	6715256	23	ensorlt00000003244	cers2a-201	protein_coding	-426
1.3492044799941677e-11	12	2223657	2224090	9	ensorlt00000001474	sez6l-201	protein_coding	15441
1.4090764372894552e-11	10	15067415	15067964	26	ensorlt00000026788		protein_coding	1252
1.4369214409754489e-11	3	37763091	37763571	10	ensorlt00000023314	cebpg-201	protein_coding	7411
1.4445957654818776e-11	11	26882725	26883414	6	ensorlt00000033045		protein_coding	-14308
1.4596887546747043e-11	5	3193407	3193829	7	ensorlt00000001334	gnai2-201	protein_coding	10513
1.4782382681457304e-11	8	684502	685070	17	ensorlt00000031549	spns1-201	protein_coding	-12520
1.4953783290776148e-11	9	17378076	17378568	22	ensorlt00000044785	nkx6.3-201	protein_coding	-1206
1.525971208142739e-11	4	6251221	6251944	7	ensorlt00000027819	tm2d1-202	protein_coding	11469
1.659195188566275e-11	24	13689132	13690047	18	ensorlt00000020337		protein_coding	0
1.6757442276019e-11	20	21255833	21256485	20	ensorlt00000044216		protein_coding	783
1.751843464926743e-11	1	17476174	17476794	4	ensorlt00000047025		protein_coding	2425
1.751843464926743e-11	14	28978663	28979162	7	ensorlt00000034211		protein_coding	-29712
1.7564844386065584e-11	17	21559909	21560445	30	ensorlt00000017872	dync1i2b-203	protein_coding	1286
1.776556657806667e-11	21	129521	130174	19	ensorlt00000025860	rftn2-201	protein_coding	6282
1.79614788159538e-11	7	32733034	32733624	13	ensorlt00000030369		protein_coding	-8325
1.8059904561183238e-11	5	2062737	2063132	9	ensorlt00000000176	nbl1-202	protein_coding	11237
1.883269734375677e-11	15	29743078	29744185	24	ensorlt00000029317	mlh1-201	protein_coding	1419
1.9341933705175397e-11	13	5980252	5980997	7	ensorlt00000003153	ttc36-201	protein_coding	29352
1.9380219659132505e-11	9	10751414	10751782	19	ensorlt00000030330		protein_coding	715
1.9380219659132505e-11	12	23323236	23323654	2	ensorlt00000015285		protein_coding	6425
1.9771573237216245e-11	3	4174207	4174703	12	ensorlt00000032103	tp53bp1-202	protein_coding	-23262
2.1434003403661245e-11	10	6926890	6927357	1	ensorlt00000028764		protein_coding	-84773
2.1886645979264912e-11	15	7338792	7339420	16	ensorlt00000001968	rel-201	protein_coding	-2100
2.2170398446268002e-11	20	15082731	15083297	11	ensorlt00000009296	ndufb4-201	protein_coding	4623
2.239557175331906e-11	24	13869700	13870006	13	ensorlt00000020452	fndc4a-201	protein_coding	-1280
2.411490537824783e-11	18	27435226	27435695	0				
2.5031200782841487e-11	6	2361722	2362847	7	ensorlt00000034710		protein_coding	13897
2.5298380592488694e-11	19	22743765	22744523	13	ensorlt00000035673	grb7-201	protein_coding	-737
2.530645479165554e-11	8	22949717	22950173	7	ensorlt00000033567	rad23aa-201	protein_coding	-1874
2.562119725814897e-11	3	17908228	17908934	23	ensorlt00000007428	lin7c-201	protein_coding	-3130
2.5740333612174982e-11	9	21765775	21766355	8	ensorlt00000036265	idua-201	protein_coding	1915
2.5831952401442143e-11	22	2053455	2053782	25	ensorlt00000031504		protein_coding	4307
2.596833222446999e-11	16	25654790	25655284	5	ensorlt00000019208	ccne2-201	protein_coding	10012
2.738421441028851e-11	3	24335623	24335914	15	ensorlt00000013139	pbld-203	protein_coding	0
2.738421441028851e-11	2	23835408	23836078	7	ensorlt00000034906		protein_coding	10979
2.738421441028851e-11	20	10650258	10650633	19	ensorlt00000006694		protein_coding	1059
2.738421441028851e-11	4	12640696	12641116	10	ensorlt00000009452	htr2b-201	protein_coding	12762
2.9064231003484573e-11	14	8195735	8196340	12	ensorlt00000002908	ebf1-201	protein_coding	5221
2.9681121225939365e-11	24	20104999	20105489	6	ensorlt00000042577		protein_coding	-2729
3.073935026200733e-11	4	28832547	28833150	14	ensorlt00000020470	rai2-201	protein_coding	-7071
3.143355575865682e-11	6	3144409	3145547	8	ensorlt00000024476	capza2-201	protein_coding	-4147
3.143355575865682e-11	12	4113957	4114276	14	ensorlt00000003278	zmp:0000000846-208	protein_coding	-6406
3.2209550984874476e-11	6	20557088	20557421	17	ensorlt00000012547	arsa-201	protein_coding	-5520
3.2958771517964715e-11	11	2016651	2017177	20	ensorlt00000000819		protein_coding	27838
3.3961297228216227e-11	9	3854139	3854952	12	ensorlt00000001491	znrf3-202	protein_coding	-1212
3.427238412434183e-11	16	30086407	30086892	8	ensorlt00000020618	si:dkey-82o10.4-201	protein_coding	-5334
3.516667317860762e-11	3	32932055	32933124	9	ensorlt00000018788	abcc12-201	protein_coding	8339
3.558092049886349e-11	3	16644634	16645136	19	ensorlt00000006353		protein_coding	3922
3.802855613600445e-11	2	8835038	8835549	5	ensorlt00000035355		protein_coding	-22610
3.8861025034636106e-11	20	4015122	4015673	13	ensorlt00000026532	5s_rrna-201	rrna	892
4.049902957314785e-11	19	16989885	16990707	7	ensorlt00000029158		protein_coding	13448
4.049902957314785e-11	18	25965626	25966128	11	ensorlt00000033133		protein_coding	6891
4.345092381099213e-11	1	2097745	2098143	23	ensorlt00000034716	taf5l-201	protein_coding	-1150
4.3753331165742336e-11	11	14910593	14911519	7	ensorlt00000030608		protein_coding	25019
4.3803745490588016e-11	11	22434554	22435051	12	ensorlt00000015224	znf385d-201	protein_coding	-10838
4.3860902834301366e-11	22	1404455	1405720	29	ensorlt00000011507	cnih1-201	protein_coding	1547
4.422953872503928e-11	7	1757203	1758124	9	ensorlt00000041836		protein_coding	-10479
4.61556389446784e-11	22	2096592	2097250	29	ensorlt00000027879		protein_coding	-4269
4.641768858321358e-11	6	29805958	29806858	3	ensorlt00000042566		protein_coding	-9674
4.654002129975266e-11	24	1946769	1947134	15	ensorlt00000011756	znf410-202	protein_coding	1798
